tweet_id,favorite_count,retweet_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,rating,stage,Date,Year,Month,Day_of_Week,Time,Hour
887343217045368832,34222,10737,Mexican_Hairless,0.330741,True,Sea_Lion,0.275645,False,Weimaraner,0.134203,True,1.3,Unidentified,2017-07-18,2017,July,Tuesday,16:08:03,16
887101392804085760,31061,6167,Samoyed,0.733942,True,Eskimo_Dog,0.0350295,True,Staffordshire_Bullterrier,0.029704700000000007,True,1.2,Unidentified,2017-07-18,2017,July,Tuesday,00:07:08,0
886983233522544640,35859,8084,Chihuahua,0.793469,True,Toy_Terrier,0.143528,True,Can_Opener,0.0322529,False,1.3,Unidentified,2017-07-17,2017,July,Monday,16:17:36,16
886736880519319552,12306,3443,Kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,1.3,Unidentified,2017-07-16,2017,July,Sunday,23:58:41,23
886680336477933568,22798,4610,Convertible,0.738995,False,Sports_Car,0.139952,False,Car_Wheel,0.0441727,False,1.3,Unidentified,2017-07-16,2017,July,Sunday,20:14:00,20
886366144734445568,21524,3316,French_Bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_Bull,7.55616e-05,True,1.2,pupper,2017-07-15,2017,July,Saturday,23:25:31,23
886258384151887873,28469,6523,Pug,0.943575,True,Shower_Cap,0.0252856,False,Siamese_Cat,0.00284892,False,1.3,Unidentified,2017-07-15,2017,July,Saturday,16:17:19,16
885984800019947520,33382,7097,Blenheim_Spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_Mountain_Dog,0.00623915,True,1.2,Unidentified,2017-07-14,2017,July,Friday,22:10:11,22
885528943205470208,36689,6683,Pug,0.369275,True,Labrador_Retriever,0.265835,True,Kuvasz,0.134697,True,1.3,Unidentified,2017-07-13,2017,July,Thursday,15:58:47,15
885311592912609280,0,19297,Labrador_Retriever,0.908703,True,Seat_Belt,0.0570909,False,Pug,0.0119335,True,1.3,Unidentified,2017-07-13,2017,July,Thursday,01:35:06,1
885167619883638784,22367,4556,Malamute,0.8124819999999999,True,Siberian_Husky,0.0717125,True,Eskimo_Dog,0.0557697,True,1.3,Unidentified,2017-07-12,2017,July,Wednesday,16:03:00,16
884925521741709313,68152,16439,Italian_Greyhound,0.259916,True,American_Staffordshire_Terrier,0.198451,True,Staffordshire_Bullterrier,0.127725,True,1.2,Unidentified,2017-07-12,2017,July,Wednesday,00:01:00,0
884876753390489601,28514,6096,Chow,0.822103,True,Norwich_Terrier,0.106075,True,Norfolk_Terrier,0.0373485,True,1.3,Unidentified,2017-07-11,2017,July,Tuesday,20:47:12,20
884562892145688576,24765,5100,Pug,0.5464060000000001,True,French_Bulldog,0.404291,True,Brabancon_Griffon,0.0440019,True,1.3,Unidentified,2017-07-11,2017,July,Tuesday,00:00:02,0
884441805382717440,27478,5856,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,1.4,Unidentified,2017-07-10,2017,July,Monday,15:58:53,15
884162670584377345,20771,3128,German_Shepherd,0.707046,True,Malinois,0.199396,True,Norwegian_Elkhound,0.0491476,True,1.2,doggo,2017-07-09,2017,July,Sunday,21:29:42,21
883838122936631299,22349,3586,Doberman,0.610946,True,Miniature_Pinscher,0.299603,True,Kelpie,0.0630203,True,1.2,Unidentified,2017-07-09,2017,July,Sunday,00:00:04,0
883482846933004288,46860,10407,Golden_Retriever,0.943082,True,Labrador_Retriever,0.032409,True,Kuvasz,0.00550072,True,0.5,Unidentified,2017-07-08,2017,July,Saturday,00:28:19,0
883360690899218434,22986,3825,Chow,0.987997,True,Tibetan_Mastiff,0.00709872,True,Newfoundland,0.00214033,True,1.3,floofer,2017-07-07,2017,July,Friday,16:22:55,16
883117836046086144,37914,6949,Golden_Retriever,0.949562,True,Labrador_Retriever,0.045947900000000014,True,Kuvasz,0.00247094,True,1.3,Unidentified,2017-07-07,2017,July,Friday,00:17:54,0
882992080364220416,24445,4122,Eskimo_Dog,0.466778,True,Siberian_Husky,0.406044,True,Dingo,0.07341439999999999,False,1.3,Unidentified,2017-07-06,2017,July,Thursday,15:58:11,15
882762694511734784,28903,5134,Labrador_Retriever,0.85005,True,Chesapeake_Bay_Retriever,0.074257,True,Flat-Coated_Retriever,0.015579399999999997,True,1.2,pupper,2017-07-06,2017,July,Thursday,00:46:41,0
882627270321602560,28382,6342,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,1.3,Unidentified,2017-07-05,2017,July,Wednesday,15:48:34,15
882268110199369728,45880,12118,Golden_Retriever,0.762211,True,Labrador_Retriever,0.0989849,True,Cocker_Spaniel,0.0171995,True,1.3,Unidentified,2017-07-04,2017,July,Tuesday,16:01:23,16
882045870035918850,29900,5203,Web_Site,0.949591,False,Dhole,0.0173258,False,Golden_Retriever,0.00694063,True,1.3,Unidentified,2017-07-04,2017,July,Tuesday,01:18:17,1
881906580714921986,24773,3533,Weimaraner,0.291539,True,Chesapeake_Bay_Retriever,0.278966,True,Koala,0.12701700000000002,False,1.2,Unidentified,2017-07-03,2017,July,Monday,16:04:48,16
881666595344535552,51522,11099,Saluki,0.529012,True,Afghan_Hound,0.25000300000000003,True,Golden_Retriever,0.16073900000000002,True,1.3,Unidentified,2017-07-03,2017,July,Monday,00:11:11,0
881536004380872706,50199,16570,Samoyed,0.281463,True,Angora,0.272066,False,Persian_Cat,0.114854,False,1.4,pupper,2017-07-02,2017,July,Sunday,15:32:16,15
881268444196462592,23501,5358,Tusker,0.473303,False,Indian_Elephant,0.245646,False,Ibex,0.0556607,False,1.2,Unidentified,2017-07-01,2017,July,Saturday,21:49:04,21
880935762899988482,17346,2886,Street_Sign,0.251801,False,Umbrella,0.115123,False,Traffic_Light,0.0695338,False,1.3,Unidentified,2017-06-30,2017,June,Friday,23:47:07,23
880872448815771648,21734,3989,Pembroke,0.791416,True,Norwich_Terrier,0.0613929,True,Chihuahua,0.0337257,True,1.2,Unidentified,2017-06-30,2017,June,Friday,19:35:32,19
880465832366813184,29075,6546,Golden_Retriever,0.913255,True,Labrador_Retriever,0.0263286,True,Cocker_Spaniel,0.00937082,True,1.2,Unidentified,2017-06-29,2017,June,Thursday,16:39:47,16
880221127280381952,27640,4436,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True,1.2,Unidentified,2017-06-29,2017,June,Thursday,00:27:25,0
880095782870896641,28150,4533,Miniature_Pinscher,0.120298,True,Rhodesian_Ridgeback,0.106395,True,Beagle,0.106073,True,1.1,Unidentified,2017-06-28,2017,June,Wednesday,16:09:20,16
879862464715927552,22667,3642,Basset,0.813507,True,Beagle,0.146654,True,Cocker_Spaniel,0.00948502,True,1.3,Unidentified,2017-06-28,2017,June,Wednesday,00:42:13,0
879492040517615616,23822,3323,German_Short-Haired_Pointer,0.479896,True,Vizsla,0.124353,True,Bath_Towel,0.0733202,False,1.2,Unidentified,2017-06-27,2017,June,Tuesday,00:10:17,0
879415818425184262,107956,45849,English_Springer,0.383404,True,Boston_Bull,0.134967,True,Cardigan,0.110481,True,1.3,Unidentified,2017-06-26,2017,June,Monday,19:07:24,19
879376492567855104,17099,3261,Tricycle,0.663601,False,Labrador_Retriever,0.0334961,True,Pembroke,0.0188266,True,1.2,Unidentified,2017-06-26,2017,June,Monday,16:31:08,16
879050749262655488,23022,4941,Tabby,0.311861,False,Window_Screen,0.169123,False,Egyptian_Cat,0.132932,False,1.1,Unidentified,2017-06-25,2017,June,Sunday,18:56:45,18
879008229531029506,19317,2812,Vizsla,0.960513,True,Miniature_Pinscher,0.00943065,True,American_Staffordshire_Terrier,0.0087113,True,1.3,Unidentified,2017-06-25,2017,June,Sunday,16:07:47,16
878776093423087618,19763,4319,Italian_Greyhound,0.734684,True,Whippet,0.15048699999999998,True,Ibizan_Hound,0.0397246,True,1.3,puppo,2017-06-25,2017,June,Sunday,00:45:22,0
878281511006478336,7913,1349,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True,1.3,Unidentified,2017-06-23,2017,June,Friday,16:00:04,16
878057613040115712,42876,7181,French_Bulldog,0.839097,True,Boston_Bull,0.07879939999999999,True,Toy_Terrier,0.0152434,True,1.4,Unidentified,2017-06-23,2017,June,Friday,01:10:23,1
877736472329191424,71144,17300,Chesapeake_Bay_Retriever,0.8379559999999999,True,Labrador_Retriever,0.0620342,True,Weimaraner,0.0405991,True,1.3,Unidentified,2017-06-22,2017,June,Thursday,03:54:17,3
877611172832227328,0,83,Irish_Setter,0.364729,True,Golden_Retriever,0.202907,True,Irish_Terrier,0.107473,True,1.4,pupper,2017-06-21,2017,June,Wednesday,19:36:23,19
877556246731214848,23258,3994,Basset,0.995368,True,Welsh_Springer_Spaniel,0.00193621,True,Bathtub,0.000467919,False,1.2,Unidentified,2017-06-21,2017,June,Wednesday,15:58:08,15
877316821321428993,27907,5414,Saluki,0.5099670000000001,True,Italian_Greyhound,0.0904973,True,Golden_Retriever,0.0794058,True,1.3,Unidentified,2017-06-21,2017,June,Wednesday,00:06:44,0
877201837425926144,27755,5880,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,1.2,Unidentified,2017-06-20,2017,June,Tuesday,16:29:50,16
876838120628539392,21125,3506,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan_Mastiff,0.08893480000000001,True,1.2,pupper,2017-06-19,2017,June,Monday,16:24:33,16
876484053909872640,19163,2511,Golden_Retriever,0.874566,True,Irish_Terrier,0.0373542,True,Chow,0.016723599999999998,True,1.3,Unidentified,2017-06-18,2017,June,Sunday,16:57:37,16
876120275196170240,28490,4903,Bernese_Mountain_Dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_Dog,0.0949327,True,1.3,Unidentified,2017-06-17,2017,June,Saturday,16:52:05,16
875747767867523072,25773,4497,Labrador_Retriever,0.799551,True,Chesapeake_Bay_Retriever,0.179975,True,Vizsla,0.0046176,True,1.3,Unidentified,2017-06-16,2017,June,Friday,16:11:53,16
875144289856114688,22185,5081,Siberian_Husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False,1.3,Unidentified,2017-06-15,2017,June,Thursday,00:13:52,0
875021211251597312,26022,4922,West_Highland_White_Terrier,0.7143189999999999,True,Siberian_Husky,0.0919133,True,Great_Pyrenees,0.0460382,True,1.2,Unidentified,2017-06-14,2017,June,Wednesday,16:04:48,16
874680097055178752,28439,4875,Labrador_Retriever,0.836052,True,Staffordshire_Bullterrier,0.0470691,True,Beagle,0.0360071,True,1.2,Unidentified,2017-06-13,2017,June,Tuesday,17:29:20,17
874296783580663808,26651,4308,Cocker_Spaniel,0.437216,True,Miniature_Poodle,0.277191,True,Toy_Poodle,0.157402,True,1.3,pupper,2017-06-12,2017,June,Monday,16:06:11,16
874057562936811520,23134,4125,Flat-Coated_Retriever,0.8321770000000001,True,Black-And-Tan_Coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,1.2,Unidentified,2017-06-12,2017,June,Monday,00:15:36,0
874012996292530176,35501,11007,Cardigan,0.806674,True,Pembroke,0.116622,True,Kelpie,0.0491819,True,1.3,puppo,2017-06-11,2017,June,Sunday,21:18:31,21
873697596434513921,0,12518,Laptop,0.153718,False,French_Bulldog,0.0999839,True,Printer,0.0771299,False,1.4,Unidentified,2017-06-11,2017,June,Sunday,00:25:14,0
873580283840344065,24837,4143,Newfoundland,0.678537,True,Tibetan_Mastiff,0.244022,True,Chow,0.0485295,True,1.3,Unidentified,2017-06-10,2017,June,Saturday,16:39:04,16
873213775632977920,7467,1667,Vizsla,0.6197819999999999,True,Bloodhound,0.338069,True,Chesapeake_Bay_Retriever,0.0126763,True,1.2,pupper,2017-06-09,2017,June,Friday,16:22:42,16
872967104147763200,28031,5669,Labrador_Retriever,0.476913,True,Chesapeake_Bay_Retriever,0.174145,True,German_Short-Haired_Pointer,0.0928614,True,1.2,doggo,2017-06-09,2017,June,Friday,00:02:31,0
872820683541237760,15029,3884,Pug,0.99912,True,French_Bulldog,0.00055192,True,Bull_Mastiff,7.28904e-05,True,1.3,Unidentified,2017-06-08,2017,June,Thursday,14:20:41,14
872620804844003328,21309,3911,Cocker_Spaniel,0.513191,True,Sussex_Spaniel,0.159088,True,Standard_Poodle,0.149509,True,1.3,Unidentified,2017-06-08,2017,June,Thursday,01:06:27,1
872486979161796608,41606,9429,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,1.2,Unidentified,2017-06-07,2017,June,Wednesday,16:14:40,16
872261713294495745,35085,6649,Labrador_Retriever,0.972019,True,Flat-Coated_Retriever,0.00817828,True,Chesapeake_Bay_Retriever,0.00735927,True,1.3,Unidentified,2017-06-07,2017,June,Wednesday,01:19:32,1
872122724285648897,35324,8549,Basketball,0.808396,False,Pug,0.06673630000000001,True,Dalmatian,0.0545698,True,1.2,Unidentified,2017-06-06,2017,June,Tuesday,16:07:15,16
871879754684805121,39090,11918,Shetland_Sheepdog,0.969171,True,Collie,0.0182607,True,Pomeranian,0.00851534,True,1.3,Unidentified,2017-06-06,2017,June,Tuesday,00:01:46,0
871762521631449091,20787,3678,Labrador_Retriever,0.921393,True,Golden_Retriever,0.064608,True,Bloodhound,0.00338337,True,1.2,pupper,2017-06-05,2017,June,Monday,16:15:56,16
871515927908634625,20730,3628,Komondor,0.974781,True,Briard,0.0200413,True,Swab,0.00322824,False,1.2,doggo,2017-06-04,2017,June,Sunday,23:56:03,23
871032628920680449,23255,3999,Kelpie,0.3980530000000001,True,Macaque,0.0689549,False,Dingo,0.0506018,False,1.3,Unidentified,2017-06-03,2017,June,Saturday,15:55:36,15
870804317367881728,33791,6393,Home_Theater,0.16829000000000002,False,Sandbar,0.0980404,False,Television,0.07972939999999999,False,1.1,Unidentified,2017-06-03,2017,June,Saturday,00:48:22,0
870656317836468226,12819,2817,Pembroke,0.945495,True,Cardigan,0.0458755,True,Beagle,0.00432943,True,1.3,Unidentified,2017-06-02,2017,June,Friday,15:00:16,15
870374049280663552,85011,27680,Golden_Retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_Retriever,0.0326213,True,1.3,Unidentified,2017-06-01,2017,June,Thursday,20:18:38,20
870308999962521604,22453,4384,Greater_Swiss_Mountain_Dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,Entlebucher,0.148115,True,1.3,Unidentified,2017-06-01,2017,June,Thursday,16:00:09,16
870063196459192321,37771,8840,Comic_Book,0.534409,False,Envelope,0.280722,False,Book_Jacket,0.043785500000000005,False,1.4,Unidentified,2017-05-31,2017,May,Wednesday,23:43:25,23
869772420881756160,43710,10663,Pembroke,0.980148,True,Cardigan,0.0192711,True,Malamute,0.00013626,True,1.3,Unidentified,2017-05-31,2017,May,Wednesday,04:27:59,4
869702957897576449,29116,6728,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True,1.3,Unidentified,2017-05-30,2017,May,Tuesday,23:51:58,23
869596645499047938,16476,3327,Chihuahua,0.955156,True,Toy_Terrier,0.00805373,True,Muzzle,0.00629563,False,1.2,doggo,2017-05-30,2017,May,Tuesday,16:49:31,16
869227993411051520,21112,4023,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,1.3,Unidentified,2017-05-29,2017,May,Monday,16:24:37,16
868880397819494401,55098,12518,Laptop,0.153718,False,French_Bulldog,0.0999839,True,Printer,0.0771299,False,1.4,Unidentified,2017-05-28,2017,May,Sunday,17:23:24,17
868622495443632128,28295,6275,Labrador_Retriever,0.868107,True,Great_Pyrenees,0.060973,True,Saint_Bernard,0.0334889,True,1.3,Unidentified,2017-05-28,2017,May,Sunday,00:18:35,0
868552278524837888,10539,2240,Whippet,0.378151,True,Italian_Greyhound,0.275935,True,American_Staffordshire_Terrier,0.0949906,True,1.2,Unidentified,2017-05-27,2017,May,Saturday,19:39:34,19
867900495410671616,24964,4439,Labrador_Retriever,0.522644,True,Kuvasz,0.332461,True,Dalmatian,0.0320081,True,1.2,Unidentified,2017-05-26,2017,May,Friday,00:29:37,0
867774946302451713,35179,7788,Border_Collie,0.661953,True,Cardigan,0.175718,True,Collie,0.0871424,True,1.3,Unidentified,2017-05-25,2017,May,Thursday,16:10:44,16
867421006826221569,16755,2697,Eskimo_Dog,0.6164569999999999,True,Siberian_Husky,0.38133,True,Malamute,0.00167022,True,1.2,puppo,2017-05-24,2017,May,Wednesday,16:44:18,16
867072653475098625,0,135,Blenheim_Spaniel,0.352946,True,Papillon,0.211766,True,Pekinese,0.112952,True,1.3,Unidentified,2017-05-23,2017,May,Tuesday,17:40:04,17
867051520902168576,33420,8425,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,1.3,Unidentified,2017-05-23,2017,May,Tuesday,16:16:06,16
866686824827068416,20070,3727,Flat-Coated_Retriever,0.51473,True,Groenendael,0.30640700000000004,True,Curly-Coated_Retriever,0.0613141,True,1.2,Unidentified,2017-05-22,2017,May,Monday,16:06:55,16
866450705531457537,106827,32883,French_Bulldog,0.905334,True,Boston_Bull,0.0780597,True,Pug,0.00177092,True,1.3,pupper,2017-05-22,2017,May,Monday,00:28:40,0
866334964761202691,54720,15546,Samoyed,0.984086,True,Pomeranian,0.00791928,True,Keeshond,0.00332813,True,1.2,Unidentified,2017-05-21,2017,May,Sunday,16:48:45,16
865718153858494464,26640,6008,Golden_Retriever,0.673664,True,Kuvasz,0.157523,True,Labrador_Retriever,0.126073,True,1.3,Unidentified,2017-05-19,2017,May,Friday,23:57:46,23
865359393868664832,27530,5384,Chesapeake_Bay_Retriever,0.832435,True,Labrador_Retriever,0.163551,True,Weimaraner,0.00277025,True,1.3,Unidentified,2017-05-19,2017,May,Friday,00:12:11,0
865006731092295680,29063,8209,Pembroke,0.989882,True,Cardigan,0.00990646,True,Basenji,0.000134952,True,1.3,Unidentified,2017-05-18,2017,May,Thursday,00:50:50,0
864873206498414592,33651,9361,Pole,0.478616,False,Lakeside,0.114182,False,Wreck,0.0559265,False,1.4,Unidentified,2017-05-17,2017,May,Wednesday,16:00:15,16
864279568663928832,15195,3266,Bull_Mastiff,0.668613,True,French_Bulldog,0.180562,True,Staffordshire_Bullterrier,0.0522374,True,1.2,Unidentified,2017-05-16,2017,May,Tuesday,00:41:21,0
864197398364647424,31459,9616,Golden_Retriever,0.945905,True,Labrador_Retriever,0.0212636,True,Tibetan_Mastiff,0.0204928,True,1.3,Unidentified,2017-05-15,2017,May,Monday,19:14:50,19
863907417377173506,21477,4441,Marmot,0.35882800000000004,False,Meerkat,0.174703,False,Weasel,0.123485,False,1.3,Unidentified,2017-05-15,2017,May,Monday,00:02:33,0
863553081350529029,15935,4489,Eskimo_Dog,0.41333,True,Malamute,0.347646,True,Siberian_Husky,0.149536,True,1.3,Unidentified,2017-05-14,2017,May,Sunday,00:34:33,0
863432100342583297,24829,5664,Staffordshire_Bullterrier,0.690517,True,French_Bulldog,0.10336,True,Beagle,0.07948939999999999,True,1.2,Unidentified,2017-05-13,2017,May,Saturday,16:33:49,16
863079547188785154,9094,1195,Lakeland_Terrier,0.275242,True,Airedale,0.190569,True,Teddy,0.102595,False,1.4,Unidentified,2017-05-12,2017,May,Friday,17:12:53,17
863062471531167744,8945,2687,French_Bulldog,0.935804,True,Pug,0.0595762,True,Boxer,0.00141218,True,1.3,Unidentified,2017-05-12,2017,May,Friday,16:05:02,16
862831371563274240,20011,5457,Australian_Terrier,0.207281,True,Irish_Terrier,0.156296,True,German_Shepherd,0.123536,True,1.3,Unidentified,2017-05-12,2017,May,Friday,00:46:44,0
862722525377298433,17779,3809,Basset,0.39333,True,Beagle,0.24203400000000005,True,Boxer,0.0776925,True,1.1,Unidentified,2017-05-11,2017,May,Thursday,17:34:13,17
862457590147678208,21492,5388,Home_Theater,0.496348,False,Studio_Couch,0.167256,False,Barber_Chair,0.052625,False,1.3,Unidentified,2017-05-11,2017,May,Thursday,00:01:27,0
862096992088072192,66437,21840,Chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,1.3,Unidentified,2017-05-10,2017,May,Wednesday,00:08:34,0
861769973181624320,0,37911,Arabian_Camel,0.366248,False,House_Finch,0.209852,False,Cocker_Spaniel,0.0464032,True,1.3,Unidentified,2017-05-09,2017,May,Tuesday,02:29:07,2
861383897657036800,37744,11528,Cardigan,0.771008,True,Pembroke,0.137174,True,French_Bulldog,0.0633086,True,1.3,Unidentified,2017-05-08,2017,May,Monday,00:54:59,0
861288531465048066,18032,4479,Syringe,0.14471199999999998,False,Oxygen_Mask,0.106684,False,Bouvier_Des_Flandres,0.0826102,True,1.3,Unidentified,2017-05-07,2017,May,Sunday,18:36:02,18
861005113778896900,17538,4119,German_Shepherd,0.507951,True,Pembroke,0.136113,True,Muzzle,0.07576419999999999,False,1.2,Unidentified,2017-05-06,2017,May,Saturday,23:49:50,23
860924035999428608,0,882,Envelope,0.933016,False,Oscilloscope,0.0125914,False,Paper_Towel,0.0111785,False,1.3,Unidentified,2017-05-06,2017,May,Saturday,18:27:40,18
860563773140209665,7878,2334,Cardigan,0.583936,True,Pembroke,0.0559794,True,Beagle,0.0458957,True,1.3,Unidentified,2017-05-05,2017,May,Friday,18:36:06,18
860524505164394496,24678,5698,Bedlington_Terrier,0.286558,True,Toy_Poodle,0.235193,True,Lakeland_Terrier,0.08795069999999999,True,1.3,Unidentified,2017-05-05,2017,May,Friday,16:00:04,16
860276583193509888,19154,3745,Lakeside,0.312299,False,Dock,0.159842,False,Canoe,0.07079450000000001,False,1.2,Unidentified,2017-05-04,2017,May,Thursday,23:34:55,23
860184849394610176,17474,6295,Chimpanzee,0.267612,False,Gorilla,0.104293,False,Orangutan,0.0599075,False,1.4,Unidentified,2017-05-04,2017,May,Thursday,17:30:24,17
859924526012018688,20021,4349,French_Bulldog,0.254587,True,Staffordshire_Bullterrier,0.192558,True,Hog,0.10027,False,1.2,Unidentified,2017-05-04,2017,May,Thursday,00:15:58,0
859851578198683649,16105,3780,Labrador_Retriever,0.899086,True,Golden_Retriever,0.0470908,True,Kuvasz,0.0232063,True,1.3,Unidentified,2017-05-03,2017,May,Wednesday,19:26:06,19
859607811541651456,19476,1704,Golden_Retriever,0.8955290000000001,True,Irish_Setter,0.0240993,True,Labrador_Retriever,0.0192854,True,1.3,puppo,2017-05-03,2017,May,Wednesday,03:17:27,3
859196978902773760,75193,25661,Angora,0.224218,False,Malamute,0.216163,True,Persian_Cat,0.128383,False,1.2,Unidentified,2017-05-02,2017,May,Tuesday,00:04:57,0
859074603037188101,35553,14740,Revolver,0.190292,False,Projectile,0.149064,False,Fountain,0.0660466,False,1.3,Unidentified,2017-05-01,2017,May,Monday,15:58:40,15
858843525470990336,16304,3771,Golden_Retriever,0.57812,True,Labrador_Retriever,0.286059,True,Bloodhound,0.0269173,True,1.3,doggo,2017-05-01,2017,May,Monday,00:40:27,0
858471635011153920,22640,5271,Pembroke,0.987407,True,Cardigan,0.00872303,True,Basenji,0.00342373,True,1.3,Unidentified,2017-04-30,2017,April,Sunday,00:02:42,0
858107933456039936,16524,3154,Golden_Retriever,0.863874,True,Labrador_Retriever,0.01592,True,Doormat,0.0106153,False,1.2,Unidentified,2017-04-28,2017,April,Friday,23:57:28,23
